metric,ref_period,year,n_ref,n_year,mean_ref,mean_year,diff,t_value,p_raw,effect_size_d,p_fdr,significant
positive_words,2020–2022,2023,3680,1796,0.4561996197954854,0.477667126948775,0.0214675071532896,-4.895303840593052,1.0262172027356883e-06,0.14157180637704883,,False
positive_words,2020–2022,2024,3680,2447,0.4561996197954854,0.46498772597137006,0.008788106175884658,-1.985742150017511,0.04712212579221157,0.05279337872399457,,False
positive_words,2020–2022,2025,3680,2143,0.4561996197954854,0.47865484367708816,0.02245522388160276,-5.483650246175372,4.3979040823206274e-08,0.1492464426659362,,False
pronoun_ratio,2020–2022,2023,3680,1796,0.04991142392251548,0.047857867483296214,-0.002053556439219263,2.980988712442922,0.0028928037424844864,-0.08594241059358045,,False
pronoun_ratio,2020–2022,2024,3680,2447,0.04991142392251548,0.048426396728016366,-0.0014850271944991111,1.8866002233402652,0.059285867874941195,-0.050851189883683943,,False
pronoun_ratio,2020–2022,2025,3680,2143,0.04991142392251548,0.03632628091460569,-0.013585143007909785,20.41621880061253,1.6142948445866947e-88,-0.5580853486200155,,False
ratio_function_to_content_words,2020–2022,2023,3680,1796,0.6934085897257709,0.6908839643652561,-0.0025246253605147873,0.8659724619807216,0.38656139120403743,-0.024741436902668574,,False
ratio_function_to_content_words,2020–2022,2024,3680,2447,0.6934085897257709,0.666723591002045,-0.026684998723725872,9.990168284862849,2.6909824490588206e-23,-0.25981530241411005,,False
ratio_function_to_content_words,2020–2022,2025,3680,2143,0.6934085897257709,0.6315099253383107,-0.06189866438746017,22.632687873303315,1.0206413612255471e-107,-0.6104263080104306,,False
sentences,2020–2022,2023,3680,1796,4.7163054484682085,4.560133630289532,-0.15617181817867642,3.0552042700287925,0.002265072708075769,-0.0872638657629431,,False
sentences,2020–2022,2024,3680,2447,4.7163054484682085,4.313701431492842,-0.4026040169753662,8.83322551040733,1.3461861725176218e-18,-0.2285827179797709,,False
sentences,2020–2022,2025,3680,2143,4.7163054484682085,4.758749416705553,0.04244396823734409,-0.9559150429659387,0.33915983692049834,0.025314744839719964,,False
sentences_per_paragraph,2020–2022,2023,3680,1796,4.7163054484682085,4.560133630289532,-0.15617181817867642,3.0552042700287925,0.002265072708075769,-0.0872638657629431,,False
sentences_per_paragraph,2020–2022,2024,3680,2447,4.7163054484682085,4.313701431492842,-0.4026040169753662,8.83322551040733,1.3461861725176218e-18,-0.2285827179797709,,False
sentences_per_paragraph,2020–2022,2025,3680,2143,4.7163054484682085,4.758749416705553,0.04244396823734409,-0.9559150429659387,0.33915983692049834,0.025314744839719964,,False
stem_ovl,2020–2022,2023,3680,1796,2.1574748157866876,2.0580614810690423,-0.09941333471764535,2.237054647605437,0.025341167980054043,-0.0637238714235142,,False
stem_ovl,2020–2022,2024,3680,2447,2.1574748157866876,1.8795829815950917,-0.2778918341915959,6.963857524764481,3.695759101548965e-12,-0.18011200814630957,,False
stem_ovl,2020–2022,2025,3680,2143,2.1574748157866876,1.498638273448437,-0.6588365423382507,17.85462334998684,2.3455082681723776e-69,-0.46613397508315085,,False
syllables_per_content_word,2020–2022,2023,3680,1796,3.3529328314885167,3.3665282349665926,0.013595403478075863,-1.8872767957421404,0.05920764171628149,0.05473726542332926,,False
syllables_per_content_word,2020–2022,2024,3680,2447,3.3529328314885167,3.3761398977505115,0.023207066261994758,-2.8831071993181485,0.003958594208619115,0.07772548956493633,,False
syllables_per_content_word,2020–2022,2025,3680,2143,3.3529328314885167,3.46019332244517,0.10726049095665324,-14.608416358310333,4.183338745648063e-47,0.40518708101899903,,False
tmp_neg_conn_ratio,2020–2022,2023,3680,1796,6.1218094497142345e-06,1.793986636971047e-05,1.1818056919996234e-05,-0.9975736726593959,0.3185960174125773,0.03169056215648507,,False
tmp_neg_conn_ratio,2020–2022,2024,3680,2447,6.1218094497142345e-06,3.5869120654396727e-06,-2.534897384274562e-06,0.4906064989053587,0.6237228589569477,-0.012489122878880208,,False
tmp_neg_conn_ratio,2020–2022,2025,3680,2143,6.1218094497142345e-06,6.173588427438171e-06,5.177897772393656e-08,-0.008857870249295434,0.9929329052786898,0.0002382051795030073,,False
tmp_pos_conn_ratio,2020–2022,2023,3680,1796,0.0052047732630727235,0.004816141425389755,-0.0003886318376829685,1.9429045907827103,0.05210578980528503,-0.0558405398462707,,False
tmp_pos_conn_ratio,2020–2022,2024,3680,2447,0.0052047732630727235,0.004168744376278119,-0.0010360288867946044,5.887710826207798,4.149581745436504e-09,-0.15263865254145656,,False
tmp_pos_conn_ratio,2020–2022,2025,3680,2143,0.0052047732630727235,0.003680835277648157,-0.0015239379854245665,8.845752259332112,1.2346543058323998e-18,-0.23513155752464654,,False
ttr,2020–2022,2023,3680,1796,0.7259902922367061,0.723411258351893,-0.0025790338848130645,1.6268702468124014,0.10385216753615008,-0.046729010171196975,,False
ttr,2020–2022,2024,3680,2447,0.7259902922367061,0.7397949652351739,0.01380467299846777,-7.763543417167429,1.0321730876923169e-14,0.20846841040169978,,False
ttr,2020–2022,2025,3680,2143,0.7259902922367061,0.7450932757816147,0.01910298354490858,-12.310299968310451,2.9708657911706182e-34,0.3364283111389306,,False
verbs,2020–2022,2023,3680,1796,0.13038790553340546,0.13224107461024498,0.0018531690768395226,-1.9366422286967224,0.05286662422709255,0.055541395281789474,,False
verbs,2020–2022,2024,3680,2447,0.13038790553340546,0.1310571288343558,0.0006692233009503445,-0.7911843626453479,0.428870692752242,0.020498858624100086,,False
verbs,2020–2022,2025,3680,2143,0.13038790553340546,0.12531006532897807,-0.005077840204427392,6.063210196429385,1.4317453921189088e-09,-0.1614714153643642,,False
verbs_ambiguity,2020–2022,2023,3680,1796,8.42557669220056,7.995164626948775,-0.4304120652517849,6.856687217963192,8.10347564294316e-12,-0.1920752266898812,,False
verbs_ambiguity,2020–2022,2024,3680,2447,8.42557669220056,7.397884932515337,-1.0276917596852222,17.51063077705699,6.813938433111088e-67,-0.4513315631327389,,False
verbs_ambiguity,2020–2022,2025,3680,2143,8.42557669220056,7.19623781614559,-1.2293388760549693,21.029029832846323,2.8642574320348527e-94,-0.5569736703855193,,False
words,2020–2022,2023,3680,1796,122.75388518704216,114.32015590200446,-8.4337292850377,6.728138040028784,1.9686252388151707e-11,-0.19024120162787092,,False
words,2020–2022,2024,3680,2447,122.75388518704216,107.04130879345604,-15.712576393586119,13.917121213882384,2.5563448728058022e-43,-0.3583719337177946,,False
words,2020–2022,2025,3680,2143,122.75388518704216,114.71115258982735,-8.042732597214808,7.355148688840369,2.194471255911194e-13,-0.193175680771883,,False
words_per_sentence,2020–2022,2023,3680,1796,27.172420076772646,26.149586859688192,-1.0228332170844538,4.722906159340176,2.3987026570161082e-06,-0.13085191753232026,,False
words_per_sentence,2020–2022,2024,3680,2447,27.172420076772646,25.169763701431492,-2.0026563753411537,9.603987886421484,1.1229614946846618e-21,-0.2472152214087322,,False
words_per_sentence,2020–2022,2025,3680,2143,27.172420076772646,24.54147490433971,-2.6309451724329342,14.09144791506524,2.3303027627015503e-44,-0.3619416170966768,,False
yngve,2020–2022,2023,3680,1796,3.0107346699251463,2.9783186080178172,-0.03241606190732904,2.724840417588672,0.006464507892287155,-0.0783427341270629,,False
yngve,2020–2022,2024,3680,2447,3.0107346699251463,2.960277525562372,-0.050457144362774375,4.395747665210531,1.1272836278959766e-05,-0.11573242518668712,,False
yngve,2020–2022,2025,3680,2143,3.0107346699251463,2.9817073961735887,-0.02902727375155756,2.759425306262182,0.005811813530535032,-0.07383443767829091,,False
