Category,Title,URL_Title,Authors,Event,Date,Box
ANAIS DE EVENTO,Secure and efficient software implementation of QC-MDPC code-based cryptography,https://sol.sbc.org.br/index.php/sscad_estendido/article/view/8710,"Guimarães, Antonio; Aranha, Diego; Borin, Edson",COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),2019-11-12,Caixa 3
ANAIS DE EVENTO,"MuTARe: A Multi-Target, Adaptive Reconfigurable Architecture",https://sol.sbc.org.br/index.php/sscad_estendido/article/view/8706,"Brandalero, Marcelo; Beck, Antonio Carlos",COMPANION PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),2019-11-12,Caixa 3
ANAIS DE EVENTO,Pattern Identification of Bot Messages for Media Literacy,https://sol.sbc.org.br/index.php/webmedia/article/view/17486,"Santos, Eric Ferreira dos; Carvalho, Danilo Silva de; Oliveira, Jonice",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON MULTIMEDIA AND THE WEB (WEBMEDIA),2021-11-05,Caixa 3
ANAIS DE EVENTO,Exploiting Popularity to Improve Blog Search,https://sol.sbc.org.br/index.php/webmedia/article/view/5651,"Santos, Luiz Guilherme P; Gonçalves, Marcos André; Laender, Alberto H.F.; Almeida, Jussara M.; Almeida, Virgílio",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON MULTIMEDIA AND THE WEB (WEBMEDIA),2010-10-05,Caixa 3
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/eniac/article/view/22764,"Barros, Rodrigo Coelho; Marcacini, Ricardo",PROCEEDINGS OF THE NATIONAL MEETING ON ARTIFICIAL AND COMPUTATIONAL INTELLIGENCE (ENIAC),2022-11-28,Caixa 3
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/eniac/article/view/25905,"Félix, Nadia",PROCEEDINGS OF THE NATIONAL MEETING ON ARTIFICIAL AND COMPUTATIONAL INTELLIGENCE (ENIAC),2023-09-25,Caixa 3
ANAIS DE EVENTO,Secure and efficient software implementation of QC-MDPC code-based cryptography,https://sol.sbc.org.br/index.php/sbseg_estendido/article/view/19272,"Guimarães, Antonio; Aranha, Diego F.; Borin, Edson",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION AND COMPUTATIONAL SYSTEMS SECURITY (SBSEG),2020-10-13,Caixa 3
ANAIS DE EVENTO,Text Representation through Multimodal Variational Autoencoder for One-Class Learning,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/25658,"Gôlo, Marcos Paulo Silva; Marcacini, Ricardo Marcondes",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2023-10-23,Caixa 3
ANAIS DE EVENTO,Exploring ERP Distortions to Reduce the Encoding Time of 360 Videos,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/17602,"Storch, Iago; Zatt, Bruno; Agostini, Luciano; Palomino, Daniel",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2021-11-05,Caixa 3
ANAIS DE EVENTO,A Conceptual Architecture and a Framework for Dealing with Variability in Mulsemedia Systems,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/13052,"Saleme, Estêvão Bissoli; Santos, Celso A. S.; Ghinea, Gheorghita",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2020-11-30,Caixa 3
ANAIS DE EVENTO,Pattern Identification of Bot Messages for Media Literacy,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/17607,"Santos, Eric Ferreira dos; Carvalho, Danilo Silva de; Oliveira, Jonice",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2021-11-05,Caixa 3
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/stil/article/view/18216,"Ruiz, Evandro Eduardo Seron; Torrent, Tiago Timponi",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM IN INFORMATION AND HUMAN LANGUAGE TECHNOLOGY (STIL),2021-11-29,Caixa 3
ANAIS DE EVENTO,Topology Control and Opportunistic Routing for Underwater Acoustic Sensor Networks,https://sol.sbc.org.br/index.php/ctd/article/view/3664,"Coutinho, Rodolfo W. L.; Boukerche, Azzedine; Vieira, Luiz; Loureiro, Antonio A. F.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2018-07-26,Caixa 3
ANAIS DE EVENTO,Partial Least Squares: A Deep Space Odyssey,https://sol.sbc.org.br/index.php/ctd/article/view/15753,"Correia, Artur Jordão Lima; Schwartz, William Robson",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2021-07-18,Caixa 3
ANAIS DE EVENTO,Dynamic allocation of microservices for virtual reality content delivery to provide quality of experience support in a fog computing architecture,https://sol.sbc.org.br/index.php/ctd/article/view/24853,"Alencar, Derian; Oliveira, Helder; Rosário, Denis",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2023-08-06,Caixa 3
ANAIS DE EVENTO,Text Representation through Multimodal Variational Autoencoder for One-Class Learning,https://sol.sbc.org.br/index.php/ctd/article/view/24859,"Gôlo, Marcos Paulo Silva; Marcacini, Ricardo Marcondes",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2023-08-06,Caixa 3
ANAIS DE EVENTO,Semantic Hyperlapse: a Sparse Coding-based and Multi-Importance Approach for First-Person Videos,https://sol.sbc.org.br/index.php/ctd/article/view/11364,"Silva, Michel M.; Campos, Mario F. M.; Nascimento, Erickson R.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2020-06-30,Caixa 3
ANAIS DE EVENTO,Improving Software Middleboxes and Datacenter Task Schedulers,https://sol.sbc.org.br/index.php/ctd/article/view/6334,"Sadok, Hugo; Campista, Miguel Elias M.; Costa, Luis Henrique M. K.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2019-06-26,Caixa 3
ANAIS DE EVENTO,Automatic Document Classification Temporally Robust,https://sol.sbc.org.br/index.php/ctd/article/view/27781,"Salles, Thiago; Gonçalves, Marcos André; Rocha, Leonardo",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2012-07-16,Caixa 3
ANAIS DE EVENTO,Exploiting Popularity to Improve Blog Search,https://sol.sbc.org.br/index.php/ctd/article/view/29759,"Santos, Luiz Guilherme P.; Gonçalves, Marcos André; Laender, Alberto H. F.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2010-07-20,Caixa 3
ANAIS DE EVENTO,Data Collection and Medium Access Control Solutions for Underwater Wireless Sensor Networks,https://sol.sbc.org.br/index.php/ctd/article/view/15758,"Câmara Júnior, Eduardo P. M.; Vieira, Luiz F. M.; Vieira, Marcos A. M.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2021-07-18,Caixa 3
ANAIS DE EVENTO,Synthesizing Realistic Human Dance Motions Conditioned by Musical Data using Graph Convolutional Networks,https://sol.sbc.org.br/index.php/ctd/article/view/15762,"Ferreira, João P. M.; Martins, Renato; Nascimento, Erickson R.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2021-07-18,Caixa 3
ANAIS DE EVENTO,Ubiquitous Wireless Power Transfer for Multiple Mobile Devices,https://sol.sbc.org.br/index.php/ctd/article/view/15764,"Souza, Alexander Decker de; Vieira, Luiz Filipe Menezes; Vieira, Marcos Augusto Menezes",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2021-07-18,Caixa 3
ANAIS DE EVENTO,Towards Reliable Intrusion Detection in High Speed Networks,https://sol.sbc.org.br/index.php/ctd/article/view/6330,"Viegas, Eduardo K.; Santin, Altair O.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2019-06-26,Caixa 3
ANAIS DE EVENTO,Digital Video Stabilization: Algorithms and Evaluation,https://sol.sbc.org.br/index.php/ctd/article/view/6338,"Souza, Marcos Roberto e; Pedrini, Helio",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2019-06-26,Caixa 3
ANAIS DE EVENTO,Mining the Technical Skills of Open Source Developers,https://sol.sbc.org.br/index.php/ctd/article/view/20776,"Montandon, João Eduardo; Valente, Marco Túlio",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2022-07-31,Caixa 3
ANAIS DE EVENTO,Towards a Personalized Multi-objective Vehicular Traffic Re-routing System,https://sol.sbc.org.br/index.php/ctd/article/view/20780,"Souza, Allan M. de; Villas, Leandro A.; Braun, Torsten",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2022-07-31,Caixa 3
ANAIS DE EVENTO,Data Protection based on Searchable Encryption and Anonymization Techniques,https://sol.sbc.org.br/index.php/ctd/article/view/29279,"Silveira, Matheus M.; Gomes, Rafael L.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2024-07-21,Caixa 3
ANAIS DE EVENTO,Design and Analysis of Routing Protocols for the Internet of Drones,https://sol.sbc.org.br/index.php/ctd/article/view/29269,"Bine, Lailla M. S.; Ruiz, Linnyer B.; Loureiro, Antonio A. F.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2024-07-21,Caixa 3
ANAIS DE EVENTO,"Digital Video Stabilization: Methods, Datasets, and Evaluation",https://sol.sbc.org.br/index.php/ctd/article/view/29266,"Souza, Marcos Roberto e; Maia, Helena de Almeida; Pedrini, Hélio",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2024-07-21,Caixa 3
ANAIS DE EVENTO,A Stochastic Approach to Generate Emergent Behaviors in Robotic Swarms,https://sol.sbc.org.br/index.php/ctd/article/view/29268,"Rezeck, Paulo; Chaimowicz, Luiz",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2024-07-21,Caixa 3
ANAIS DE EVENTO,High-Performance Elliptic Curve Cryptography: A SIMD Approach to Modern Curves,https://sol.sbc.org.br/index.php/ctd/article/view/24846,"Faz-Hernández, Armando; López, Julio",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2023-08-06,Caixa 3
ANAIS DE EVENTO,Parkinson sEMG signal prediction and generation with Neural Networks,https://sol.sbc.org.br/index.php/ctd/article/view/15759,"Zanini, Rafael Anicet; Colombini, Esther Luna",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2021-07-18,Caixa 3
ANAIS DE EVENTO,Personalized Route Selection Methods in an Urban Computing Scenario,https://sol.sbc.org.br/index.php/ctd/article/view/29277,"Brito, Matheus; Cerqueira, Eduardo; Rosário, Denis",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2024-07-21,Caixa 3
ANAIS DE EVENTO,Cybersickness Analysis Using Symbolic Machine Learning Algorithms,https://sol.sbc.org.br/index.php/ctd/article/view/20781,"Porcino, Thiago; Trevisan, Daniela; Clua, Esteban",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2022-07-31,Caixa 3
ANAIS DE EVENTO,A Conceptual Architecture and a Framework for Dealing with Variability in Mulsemedia Systems,https://sol.sbc.org.br/index.php/ctd/article/view/11362,"Saleme, Estêvão Bissoli; Santos, Celso Alberto Saibel; Ghinea, George",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2020-06-30,Caixa 3
ANAIS DE EVENTO,Scalable Cost-Efficient Placement and Chaining of Virtual Network Functions,https://sol.sbc.org.br/index.php/ctd/article/view/3660,"Luizelli, Marcelo Caggiani; Buriol, Luciana Salete; Gaspary, Luciano Paschoal",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2018-07-26,Caixa 3
ANAIS DE EVENTO,"MuTARe: A Multi-Target, Adaptive Reconfigurable Architecture",https://sol.sbc.org.br/index.php/ctd/article/view/11363,"Brandalero, Marcelo; Carro, Luigi; Beck, Antonio Carlos Schneider",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2020-06-30,Caixa 3
ANAIS DE EVENTO,Super-Resolution Towards License Plate Recognition,https://sol.sbc.org.br/index.php/ctd/article/view/29271,"Nascimento, Valfride; Laroca, Rayson; Menotti, David",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2024-07-21,Caixa 3
ANAIS DE EVENTO,"Analyses of Musical Success based on Time, Genre and Collaboration",https://sol.sbc.org.br/index.php/ctd/article/view/20784,"Oliveira, Gabriel P.; Lacerda, Anisio; Moro, Mirella M.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2022-07-31,Caixa 3
ANAIS DE EVENTO,On the Cost-Effectiveness of Stacking of Neural and Non-Neural Methods for Text Classification: Scenarios and Performance Prediction,https://sol.sbc.org.br/index.php/ctd/article/view/20785,"Gomes, Christian; Rocha, Leonardo; Gonçalves, Marcos",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2022-07-31,Caixa 3
ANAIS DE EVENTO,Towards Intelligent Security Mechanisms for Connected Things,https://sol.sbc.org.br/index.php/ctd/article/view/29264,"Araujo-Filho, Paulo Freitas de; Campelo, Divanilson R.; Kaddoum, Georges",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2024-07-21,Caixa 3
ANAIS DE EVENTO,NoSqlayer: a Framework for Migrating Relational Datasets to NoSQL Models,https://sol.sbc.org.br/index.php/ctic/article/view/10506,"Vale, Fernando; Rocha, Leonardo",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2014-07-28,Caixa 3
ANAIS DE EVENTO,On the Execution Time of Programs in Stochastic Scheduling,https://sol.sbc.org.br/index.php/ctic/article/view/11051,"Saldanha, Matheus Henrique Junqueira; Suzuki , Adriano  Kamimura",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2020-06-30,Caixa 3
ANAIS DE EVENTO,Simulating Systems-of-Systems Dynamic Architectures,https://sol.sbc.org.br/index.php/ctic/article/view/6388,"Manzano, Wallace; Neto, Valdemar; Nakagawa, Elisa Yumi",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2019-07-01,Caixa 3
ANAIS DE EVENTO,SACI: Sentiment Analysis by Collective Inspection on Social Media Content,https://sol.sbc.org.br/index.php/ctic/article/view/10508,"Chaves, Rodrigo; Sá, Giovanni; Vieira, Ramon; Mourão, Fernando; Rocha, Leonardo",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2014-07-28,Caixa 3
ANAIS DE EVENTO,Linial’s Conjecture for Arc-spine Digraphs,https://sol.sbc.org.br/index.php/ctic/article/view/7161,"Yoshimura, Lucas Rigo; Sambinelli, Maycon; da Silva, Cândida Nunes; Lee, Orlando",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2019-07-01,Caixa 3
ANAIS DE EVENTO,Improving Monte Carlo Localization with Strategic Navigation Policies and Optimal Landmark Placement,https://sol.sbc.org.br/index.php/ctic/article/view/11057,"Ferreira Júnior , Henrique José  dos S.; Figueiredo, Daniel  Ratton",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2020-06-30,Caixa 3
ANAIS DE EVENTO,Domain-Dependent Heuristics and Tie-Breakers: Topics in Automated Planning,https://sol.sbc.org.br/index.php/ctic/article/view/3233,"Corrêa, Augusto B.; Pereira, André G.; Ritt, Marcus",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2018-07-26,Caixa 3
ANAIS DE EVENTO,Fast CUDA-based Implementations of Automatic Document Classification Algorithms,https://sol.sbc.org.br/index.php/ctic/article/view/10504,"Ramos, Gabriel; Andrade, Guilherme; Viegas, Felipe; Madeira, Daniel; Rocha, Leonardo",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2014-07-28,Caixa 3
ANAIS DE EVENTO,On the Graceful Game,https://sol.sbc.org.br/index.php/ctic/article/view/11050,"Frickes, Luisa ; Dantas, Simone; Luiz, Atílio  G.",ANAIS DO CONCURSO DE TRABALHOS DE INICIAçãO CIENTíFICA DA SBC (CTIC-SBC),2020-06-30,Caixa 3
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/courb/article/view/7468,"Ferreira Viana, Johnattan Douglas  ; Braga, Oton Crispim; Silva, Lenardo Chaves e; Mendes Neto, Francisco Milton",PROCEEDINGS OF THE URBAN COMPUTING WORKSHOP (COURB),2019-09-10,Caixa 3
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/courb/article/view/7470,"Morais, Mayuri A.; Camargo, Raphael Y.",PROCEEDINGS OF THE URBAN COMPUTING WORKSHOP (COURB),2019-09-10,Caixa 3
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/courb/article/view/7473,"Saran, Jordan Ferreira; Botega, Leonardo  ",PROCEEDINGS OF THE URBAN COMPUTING WORKSHOP (COURB),2019-09-10,Caixa 3
ANAIS DE EVENTO,Personalized Route Selection Methods in an Urban Computing Scenario,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/29966,"Brito, Matheus; Cerqueira, Eduardo; Rosário, Denis",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2024-05-20,Caixa 3
ANAIS DE EVENTO,Ubiquitous Wireless Power Transfer for Multiple Mobile Devices,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/17171,"Sousa, Alexander Decker de; Vieira, Luiz Filipe Menezes; Vieira, Marcos Augusto Menezes",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2021-08-16,Caixa 3
ANAIS DE EVENTO,Towards Intelligent Security Mechanisms for Connected Things,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/29960,"Araujo-Filho, Paulo Freitas de; Campelo, Divanilson R.; Kaddoum, Georges",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2024-05-20,Caixa 3
ANAIS DE EVENTO,Design and Analysis of Routing Protocols for the Internet of Drones,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/29963,"Bine, Lailla M. S.; Ruiz, Linnyer B.; Loureiro, Antonio A. F.",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2024-05-20,Caixa 3
ANAIS DE EVENTO,Topology Control and Opportunistic Routing for Underwater Acoustic Sensor Networks,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/14179,"Coutinho, Rodolfo; Boukerche, Azzedine; Vieira, Luiz; Loureiro, Antonio",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2018-05-06,Caixa 3
ANAIS DE EVENTO,Improving Software Middleboxes and Datacenter Task Schedulers,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/7780,"Sadok, Hugo; Campista, Miguel Elias M.; Costa, Luís Henrique M. K.",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2019-05-06,Caixa 3
ANAIS DE EVENTO,Dynamic allocation of microservices for virtual reality content delivery to provide quality of experience support in a fog computing architecture,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/24635,"Alencar, Derian; Oliveira, Helder; Rosário, Denis",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2023-05-22,Caixa 3
ANAIS DE EVENTO,Data Collection and Medium Access Control Solutions for Underwater Wireless Sensor Networks,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/17161,"Câmara Júnior, Eduardo P. M.; Vieira, Luiz F. M.; Vieira, Marcos A. M.",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2021-08-16,Caixa 3
ANAIS DE EVENTO,Scalable Cost-Efficient Placement and Chaining of Virtual Network Functions,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/14184,"Luizelli, Marcelo; Buriol, Luciana; Gaspary, Luciano",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2018-05-06,Caixa 3
ANAIS DE EVENTO,Towards a Personalized Multi-objective Vehicular Traffic Re-routing System,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/21426,"Souza, Allan M. de; Villas, Leandro A.; Braun, Torsten",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2022-05-23,Caixa 3
ANAIS DE EVENTO,Resilient Routing for SDM-EON as a Crucial Enabler for the New Traffic Generation,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/24649,"Lopes, Rafael S.; Oliveira, Helder M. N. S.",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2023-05-22,Caixa 3
ANAIS DE EVENTO,Blockchain-based data governance for privacy-preserving in multi-stakeholder settings,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/29968,"Garcia, Rodrigo Dutra; Ueyama, Jó",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2024-05-20,Caixa 3
ANAIS DE EVENTO,Towards Reliable Intrusion Detection in High Speed Networks,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/7785,"Viegas, Eduardo K.; Santin, Altair O.",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2019-05-06,Caixa 3
ANAIS DE EVENTO,,https://sol.sbc.org.br/index.php/sscad/article/view/259,"da S. Segalin, Vinicius; F. Dorneles, Carina; A. R. Dantas, Mario",PROCEEDINGS OF THE SYMPOSIUM ON HIGH PERFORMANCE COMPUTING SYSTEMS (SSCAD),2017-10-17,Caixa 3
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/38143,"Colcher, Sergio",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2025-11-10,Caixa 3
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/sbgames/article/view/37318,"Classe, Tadeu Moreira de; Pessoa, Marcela Sávia Picanço",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER GAMES AND DIGITAL ENTERTAINMENT (SBGAMES),2025-09-30,Caixa 4
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/sbgames_estendido/article/view/37109,"Classe, Tadeu Moreira de; Pessoa, Marcela Sávia Picanço",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER GAMES AND DIGITAL ENTERTAINMENT (SBGAMES),2025-09-30,Caixa 4
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/se4games/article/view/36933,"Formico, Andréia; Kohwalter, Troy",PROCEEDINGS OF WORKSHOP ON SOFTWARE ENGINEERING FOR GAME DEVELOPMENT (SE4GAMES),2025-09-23,Caixa 4
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/sedt/article/view/36929,"Cavalcante, Everton; Batista, Thais; Oquendo, Flavio",PROCEEDINGS OF WORKSHOP ON SOFTWARE ENGINEERING FOR DIGITAL TWINS (SEDT),2025-09-23,Caixa 4
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/wbots/article/view/36919,"Valle, Pedro Henrique Dias; Silva, Williamson Alison Freitas",ANAIS DO WORKSHOP SOBRE BOTS NA ENGENHARIA DE SOFTWARE (WBOTS),2025-09-22,Caixa 4
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/cbsoft_estendido/article/view/36955,"Coelho, Roberta de Souza; Souza, Simone do Rocio Senger de; Araújo, Allysson Allex; Fonseca, Liliane; Almeida, Eduardo Santana de; Borba, Paulo Henrique Monteiro; Soares, Sérgio Castelo Branco; Garcia, Vinicius Cardoso",COMPANION PROCEEDINGS OF THE BRAZILIAN CONFERENCE ON SOFTWARE: THEORY AND PRACTICE (CBSOFT),2025-09-22,Caixa 4
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/ise/article/view/36856,"Perkusich, Mirko; Albuquerque, Danyllo; Dantas Filho, Emanuel; Paixão, Matheus Henrique Esteves",PROCEEDINGS OF THE BRAZILIAN WORKSHOP ON INTELLIGENT SOFTWARE ENGINEERING (ISE),2025-09-23,Caixa 4
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/vem/article/view/36866,"Cafeo, Bruno; Pereira, Juliana Alves","PROCEEDINGS OF THE WORKSHOP ON SOFTWARE VISUALIZATION, EVOLUTION AND MAINTENANCE (VEM)",2025-09-22,Caixa 4
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/mssis/article/view/36847,"Oliveira, André Luiz de; Barbosa, Jacson Rodrigues; Kassab, Mohamad",PROCEEDINGS OF THE WORKSHOP ON MODELING AND SIMULATION OF SOFTWARE-INTENSIVE SYSTEMS (MSSIS),2025-09-22,Caixa 4
ANAIS DE EVENTO,Linguagem para Aquisição de Dados Programada por Fluxo de Atividade,https://sol.sbc.org.br/index.php/connect/article/view/36488,"Santos, Vinicius M. L.; Vieira, Anacilia M. C. de A. P.; Freitas, Carlos A. O. de",PROCEEDINGS OF THE ICET TECHNOLOGY CONFERENCE (CONNECTECH),2025-07-01,Caixa 4
ANAIS DE EVENTO,Aspectos para Construção de Aplicações Distribuídas,https://sol.sbc.org.br/index.php/ctd/article/view/36437,"Maffort, Cristiano Amaral; Valente, Marco Túlio de Oliveira",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2008-07-12,Caixa 4
ANAIS DE EVENTO,Estratégias para o Ensino de Machine Learning para Estudantes em Vulnerabilidade Social no Ensino Fundamental e Médio: Um Resumo,https://sol.sbc.org.br/index.php/ctd/article/view/36347,"Martins, Ramon Mayor",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2025-07-20,Caixa 4
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/educomp_estendido/article/view/34900,"Carvalho, Leandro Silva Galvão de",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTING EDUCATION (EDUCOMP),2025-04-07,Caixa 4
