Category,Title,URL_Title,Authors,Event,Date,Box
ANAIS DE EVENTO,On the Interaction between Software Engineers and Data Scientists when Building Machine Learning-Enabled Systems,https://sol.sbc.org.br/index.php/sbqs/article/view/39048,"Busquim, Gabriel; Lima, Maria Julia; Kalinowski, Marcos",PROCEEDINGS OF THE BRAZILIAN SOFTWARE QUALITY SYMPOSIUM (SBQS),2025-11-04,Caixa 1
ANAIS DE EVENTO,Smart Prediction for Test Smell Refactorings,https://sol.sbc.org.br/index.php/sbqs/article/view/39045,"Martins, Luana; Costa, Heitor; Palomba, Fabio; Machado, Ivan",PROCEEDINGS OF THE BRAZILIAN SOFTWARE QUALITY SYMPOSIUM (SBQS),2025-11-04,Caixa 1
ANAIS DE EVENTO,Code Smells and Refactorings for Elixir,https://sol.sbc.org.br/index.php/sbqs/article/view/39046,"Vegi, Lucas Francisco da Matta; Valente, Marco Tulio",PROCEEDINGS OF THE BRAZILIAN SOFTWARE QUALITY SYMPOSIUM (SBQS),2025-11-04,Caixa 1
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/eniac/article/view/38701,"Santos, Hélida Salles; Recamonde-Mendoza, Mariana",PROCEEDINGS OF THE NATIONAL MEETING ON ARTIFICIAL AND COMPUTATIONAL INTELLIGENCE (ENIAC),2025-09-29,Caixa 1
ANAIS DE EVENTO,Strengthening Scientific Integrity: Digital Forensics for Biomedical Research Imaging,https://sol.sbc.org.br/index.php/sibgrapi_estendido/article/view/38268,"Cardenuto, João Phillipe; Moreira, Daniel; Rocha, Anderson","COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)",2025-09-30,Caixa 1
ANAIS DE EVENTO,Self-supervised learning for fully unsupervised re-identification in real-world applications,https://sol.sbc.org.br/index.php/sibgrapi_estendido/article/view/38266,"Bertocco, Gabriel; Andaló, Fernanda; Rocha, Anderson","COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)",2025-09-30,Caixa 1
ANAIS DE EVENTO,Socially Responsible and Explainable Automated Fact-Checking and Hate Speech Detection,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/38154,"Vargas, Francielle; Pardo, Thiago; Benevenuto, Fabrício",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2025-11-10,Caixa 1
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/webmedia/article/view/37940,"Soares Neto, Carlos de Salles; Macedo, Alessandra Alaniz",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON MULTIMEDIA AND THE WEB (WEBMEDIA),2025-11-10,Caixa 1
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/wesaac/article/view/37524,"Lazarin, Nilson Mori; Freitas, Bruno Policarpo Toledo","ANAIS DO WORKSHOP-ESCOLA DE SISTEMAS DE AGENTES, SEUS AMBIENTES E APLICAçõES (WESAAC)",2025-09-29,Caixa 1
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/se4fp/article/view/37099,"Albonico, Michel; Neto, Adolfo; Vegi, Lucas; Valente, Marco Tulio",PROCEEDINGS OF THE WORKSHOP ON SOFTWARE ENGINEERING FOR FUNCTIONAL PROGRAMMING (SE4FP),2025-09-23,Caixa 1
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/sbes/article/view/36980,"Teixeira, Leopoldo; Vergilio, Silvia; Canedo, Edna Dias; Maia, Marcelo; Machado, Ivan; Barcellos, Monalessa; Souza, Cleidson R. B. de; Colanzi, Thelma E.; França, César; Kohl, Karina",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON SOFTWARE ENGINEERING (SBES),2025-09-22,Caixa 1
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/sblp/article/view/36941,"Gualandi, Hugo Musso; Maidl, Andre Murbach",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON PROGRAMMING LANGUAGES (SBLP),2025-09-22,Caixa 1
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/sbcars/article/view/36968,"Amaral, Aline Miotto; Uchôa, Anderson","PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON SOFTWARE COMPONENTS, ARCHITECTURES, AND REUSE (SBCARS)",2025-09-22,Caixa 1
ANAIS DE EVENTO,On the Interaction between Software Engineers and Data Scientists when Building Machine Learning-Enabled Systems,https://sol.sbc.org.br/index.php/cbsoft_estendido/article/view/36958,"Busquim, Gabriel; Lima, Maria Julia; Kalinowski, Marcos",COMPANION PROCEEDINGS OF THE BRAZILIAN CONFERENCE ON SOFTWARE: THEORY AND PRACTICE (CBSOFT),2025-09-22,Caixa 1
ANAIS DE EVENTO,Code Smells and Refactorings for Elixir,https://sol.sbc.org.br/index.php/cbsoft_estendido/article/view/36959,"Vegi, Lucas Francisco da Matta; Valente, Marco Tulio",COMPANION PROCEEDINGS OF THE BRAZILIAN CONFERENCE ON SOFTWARE: THEORY AND PRACTICE (CBSOFT),2025-09-22,Caixa 1
ANAIS DE EVENTO,Smart Prediction for Test Smell Refactorings,https://sol.sbc.org.br/index.php/cbsoft_estendido/article/view/36961,"Martins, Luana; Costa, Heitor; Palomba, Fabio; Machado, Ivan",COMPANION PROCEEDINGS OF THE BRAZILIAN CONFERENCE ON SOFTWARE: THEORY AND PRACTICE (CBSOFT),2025-09-22,Caixa 1
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/sast/article/view/36876,"Ferrari, Fabiano; Gheyi, Rohit",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON SYSTEMATIC AND AUTOMATED SOFTWARE TESTING (SAST),2025-09-22,Caixa 1
ANAIS DE EVENTO,Enhancing Cybersecurity of Automotive Ethernet Networks with Deep Learning-based Intrusion Detection Systems,https://sol.sbc.org.br/index.php/ctd/article/view/36359,"Luz, Luigi F. Marques da; Araujo-Filho, Paulo Freitas de; Campelo, Divanilson R.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2025-07-20,Caixa 1
ANAIS DE EVENTO,Automatic Inference of BGP Community Semantics,https://sol.sbc.org.br/index.php/ctd/article/view/36349,"Silva Junior, Brivaldo Alves da; Cunha, Italo Scotá; Ferreira, Ronaldo Alves",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2025-07-20,Caixa 1
ANAIS DE EVENTO,Dynamic Network Slicing for User Mobility Support in 5G Networks,https://sol.sbc.org.br/index.php/ctd/article/view/36353,"Gonçalves, Diogo M.; Bittencourt, Luiz F.; Madeira, Edmundo R. M.",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2025-07-20,Caixa 1
ANAIS DE EVENTO,Self-supervised learning for fully unsupervised re-identification in real-world applications,https://sol.sbc.org.br/index.php/ctd/article/view/36354,"Bertocco, Gabriel C.; Andaló, Fernanda A.; Rocha, Anderson",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2025-07-20,Caixa 1
ANAIS DE EVENTO,Socially Responsible and Explainable Automated Fact-Checking and Hate Speech Detection,https://sol.sbc.org.br/index.php/ctd/article/view/36355,"Vargas, Francielle; Pardo, Thiago; Benevenuto, Fabrício",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2025-07-20,Caixa 1
ANAIS DE EVENTO,Strengthening Scientific Integrity: Digital Forensics for Biomedical Research Imaging,https://sol.sbc.org.br/index.php/ctd/article/view/36356,"Cardenuto, João Phillipe; Moreira, Daniel; Rocha, Anderson",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2025-07-20,Caixa 1
ANAIS DE EVENTO,Code Smells and Refactorings for Elixir,https://sol.sbc.org.br/index.php/ctd/article/view/36357,"Vegi, Lucas Francisco da Matta; Valente, Marco Tulio",PROCEEDINGS OF THE THESIS AND DISSERTATION CONTEST (CTD),2025-07-20,Caixa 1
ANAIS DE EVENTO,Automatic Inference of BGP Community Semantics,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/35874,"Silva Junior, Brivaldo Alves da; Cunha, Italo Scotá; Ferreira, Ronaldo Alves",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2025-05-19,Caixa 1
ANAIS DE EVENTO,Dynamic Network Slicing for User Mobility Support in 5G Networks,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/35880,"Gonçalves, Diogo M.; Bittencourt, Luiz F.; Madeira, Edmundo R. M.",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2025-05-19,Caixa 1
ANAIS DE EVENTO,Enhancing Cybersecurity of Automotive Ethernet Networks with Deep Learning-based Intrusion Detection Systems,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/35876,"Marques da Luz, Luigi F.; Freitas de Araujo-Filho, Paulo; Campelo, Divanilson R.",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2025-05-19,Caixa 1
ANAIS DE EVENTO,Urban Perception Extraction from Texts Shared on Social Media: Framework and Applications,https://sol.sbc.org.br/index.php/sbrc_estendido/article/view/35872,"Santos, Frances Albert; Silva, Thiago Henrique; Villas, Leandro Aparecido",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON COMPUTER NETWORKS AND DISTRIBUTED SYSTEMS (SBRC),2025-05-19,Caixa 1
PERIÓDICOS,Feature selection in an interactive search-based PLA design approach,https://journals-sol.sbc.org.br/index.php/jserd/article/view/4697,"Vieira Arasaki, Caio; Wolschick, Lucas; Marques Freire, Willian; Malachini Miotto Amaral, Aline Maria",JOURNAL OF SOFTWARE ENGINEERING RESEARCH AND DEVELOPMENT,2025-05-28,Caixa 1
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/imxw/article/view/35343,"Muchaluat-Saade, Débora C.; Abreu, Jorge Ferraz de; Moraes, Igor Monteiro; Ghinea, George; Conci, Aura; Broeck, Wendy Van den",PROCEEDINGS OF THE ACM INTERNATIONAL CONFERENCE ON INTERACTIVE MEDIA EXPERIENCES WORKSHOPS (IMXW),2025-06-03,Caixa 1
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/cibse/article/view/35287,"Abrahão, Silvia; Delgado, Andrea",PROCEEDINGS OF THE IBERO-AMERICAN CONFERENCE ON SOFTWARE ENGINEERING (CIBSE),2025-05-12,Caixa 1
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/sbmf/article/view/34547,"Nogueira, Sidney C.; Teodorov, Ciprian",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON FORMAL METHODS (SBMF),2024-12-04,Caixa 1
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/sbsi/article/view/34314,"Araújo, Allysson Allex; Viana, Davi; Maciel, Rita Suzana Pitangueira; Cunha, Mônica Ximenes Carneiro da; Valença, George; Alencar, Andrêza Leite de; Santos, Ronnie de Souza",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),2025-05-19,Caixa 1
ANAIS DE EVENTO,Introduction and Organizing Committee,https://sol.sbc.org.br/index.php/sbbd/article/view/34115,"Hara, Carmem S.; Lóscio, Bernadette F.; Fernandes, Damires Y. S.",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON DATABASES (SBBD),2017-10-02,Caixa 1
ANAIS DE EVENTO,A Stochastic Approach to Generate Emergent Behaviors in Robotic Swarms,https://sol.sbc.org.br/index.php/sbrlars_estendido/article/view/33863,"Rezeck, Paulo; Chaimowicz, Luiz",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM OF ROBOTICS & LATIN AMERICAN ROBOTICS SYMPOSIUM (SBR/LARS),2024-11-13,Caixa 1
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/eniac/article/view/33776,"Silva, Diego Furtado; Freitas-Rodrigues, Rosiane de",PROCEEDINGS OF THE NATIONAL MEETING ON ARTIFICIAL AND COMPUTATIONAL INTELLIGENCE (ENIAC),2024-11-17,Caixa 1
ANAIS DE EVENTO,Identifying Concerns When Specifying Machine Learning-Enabled Systems: A Perspective-Based Approach,https://sol.sbc.org.br/index.php/sbqs/article/view/32995,"Villamizar, Hugo; Kalinowski, Marcos",PROCEEDINGS OF THE BRAZILIAN SOFTWARE QUALITY SYMPOSIUM (SBQS),2024-11-05,Caixa 1
ANAIS DE EVENTO,"Digital Video Stabilization: Methods, Datasets, and Evaluation",https://sol.sbc.org.br/index.php/sibgrapi_estendido/article/view/31643,"Souza, Marcos Roberto e; Maia, Helena de Almeida; Pedrini, Hélio","COMPANION PROCEEDINGS OF THE CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES (SIBGRAPI)",2024-09-30,Caixa 1
ANAIS DE EVENTO,Front Matter,https://sol.sbc.org.br/index.php/sbsi/article/view/30822,"Marques, Johnny C.",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON INFORMATION SYSTEMS (SBSI),2024-05-20,Caixa 1
ANAIS DE EVENTO,Urban Perception Extraction from Texts Shared on Social Media: Framework and Applications,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/30471,"Santos, Frances Albert; Silva, Thiago Henrique; Villas, Leandro Aparecido",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2024-10-14,Caixa 1
ANAIS DE EVENTO,Depression Symptoms Identification through Social Media Data: Applying Design Science Research to Develop a Classification Model,https://sol.sbc.org.br/index.php/webmedia_estendido/article/view/30467,"Lima Filho, Silas; Silva, Monica Ferreira da; Oliveira, Jonice",ANAIS ESTENDIDOS DO SIMPóSIO BRASILEIRO DE SISTEMAS MULTIMíDIA E WEB (WEBMEDIA),2024-10-14,Caixa 1
ANAIS DE EVENTO,Prefácio e Organização,https://sol.sbc.org.br/index.php/webmedia/article/view/30343,"Muchaluat Saade, Débora C.; Barbosa, Jorge Luis Victória",PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON MULTIMEDIA AND THE WEB (WEBMEDIA),2024-10-14,Caixa 1
ANAIS DE EVENTO,Identifying Concerns When Specifying Machine Learning-Enabled Systems: A Perspective-Based Approach,https://sol.sbc.org.br/index.php/cbsoft_estendido/article/view/30243,"Villamizar, Hugo; Kalinowski, Marcos",COMPANION PROCEEDINGS OF THE BRAZILIAN CONFERENCE ON SOFTWARE: THEORY AND PRACTICE (CBSOFT),2024-09-30,Caixa 1
ANAIS DE EVENTO,Data Protection based on Searchable Encryption and Anonymization Techniques,https://sol.sbc.org.br/index.php/sbseg_estendido/article/view/30115,"Silveira, Matheus M.; Gomes, Rafael L.",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),2024-09-16,Caixa 1
ANAIS DE EVENTO,Amazon Biobank: a Blockchain-based Genomic Database for Bioeconomy,https://sol.sbc.org.br/index.php/sbseg_estendido/article/view/30110,"Kimura, Leonardo T.; Simplício Jr., Marcos A.",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),2024-09-16,Caixa 1
ANAIS DE EVENTO,Blockchain-based data governance for privacy-preserving in multi-stakeholder settings,https://sol.sbc.org.br/index.php/sbseg_estendido/article/view/30114,"Garcia, Rodrigo Dutra; Ueyama, Jó",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),2024-09-16,Caixa 1
ANAIS DE EVENTO,High-Performance Elliptic Curve Cryptography: A SIMD Approach to Modern Curves,https://sol.sbc.org.br/index.php/sbseg_estendido/article/view/30116,"Faz-Hernandez, Armando; López, Julio",COMPANION PROCEEDINGS OF THE BRAZILIAN SYMPOSIUM ON CYBERSECURITY (SBSEG),2024-09-16,Caixa 1
PERIÓDICOS,Circuitly: A visual and constructive framework for teaching digital circuits,https://journals-sol.sbc.org.br/index.php/ijcae/article/view/4839,"Castro, Lucas; Azevedo, Rodolfo",INTERNATIONAL JOURNAL OF COMPUTER ARCHITECTURE EDUCATION,2020-12-01,Caixa 1
PERIÓDICOS,Resilient Routing for SDM-EON as a Crucial Enabler for the New Traffic Generation,https://journals-sol.sbc.org.br/index.php/reic/article/view/3440,"Lopes, Rafael S.; Oliveira, Helder M. N. S.",ELECTRONIC JOURNAL OF UNDERGRADUATE RESEARCH ON COMPUTING,2023-08-05,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/4108,"Kaster, Daniel; Linhares, Ticiana; de Oliveira, Daniel",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2023-12-21,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/4107,"Kaster, Daniel; de Oliveira, Daniel",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2023-12-21,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/3764,"Souza, Damires; de Oliveira, Daniel; Linhares, Ticiana",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2023-10-31,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/3763,"Souza, Damires; de Oliveira, Daniel; Linhares, Ticiana",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2023-10-31,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/3109,"Holanda, Maristela; de Oliveira, Daniel; Furtado Silva, Diego",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2023-01-17,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/3108,"Holanda, Maristela; de Oliveira, Daniel; Furtado Silva, Diego",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2023-01-17,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/3066,"Holanda, Maristela; de Oliveira, Daniel; Andrade Ribeiro, Leonardo",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-12-19,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/3065,"Holanda, Maristela; de Oliveira, Daniel; Andrade Ribeiro, Leonardo",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-12-19,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2927,"Holanda, Maristela; de Oliveira, Daniel",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-10-03,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2926,"Holanda, Maristela; de Oliveira, Daniel",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-10-03,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2896,"Holanda, Maristela; Souza, Damires",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-09-21,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2895,"Holanda, Maristela; Souza, Damires",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-09-21,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2864,"Holanda, Maristela; da Silva Torres, Ricardo",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-09-12,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2863,"Holanda, Maristela; da Silva Torres, Ricardo",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-09-12,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2842,"F. Dorneles, Carina; Araújo, Eric",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-08-15,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2841,"Holanda, Maristela; F. Dorneles, Carina; Araújo, Eric",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2022-08-15,Caixa 1
PERIÓDICOS,Text Classification in Law Area: a Systematic Review,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2547,"Martins, V. S.; Silva, C. D.",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2023-01-17,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2315,"Terto de Holanda, Maristela; da Silva Torres, Ricardo",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-11-19,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2314,"Terto de Holanda, Maristela; Cardoso Moraes de Oliveira, Daniel; da Silva Torres, Ricardo",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-11-19,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2299,"Terto de Holanda, Maristela; Cardoso Moraes de Oliveira, Daniel; Sehn Körting, Thales",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-10-28,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2298,"Terto de Holanda, Maristela; Cardoso Moraes de Oliveira, Daniel; Sehn Körting, Thales",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-10-28,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2259,"Terto de Holanda, Maristela; Cardoso Moraes de Oliveira, Daniel; Porto, Fabio",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-10-02,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2258,"Terto de Holanda, Maristela; Cardoso Moraes de Oliveira, Daniel; Porto, Fabio",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-10-02,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2203,"Terto de Holanda, Maristela; Cardoso Moraes de Oliveira, Daniel; dos Santos Mello, Ronaldo",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-09-10,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2202,"Terto de Holanda, Maristela; Cardoso Moraes de Oliveira, Daniel; dos Santos Mello, Ronaldo",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-09-10,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2157,"Terto de Holanda, Maristela; Cardoso Moraes de Oliveira, Daniel; Antonelli Ponti, Moacir",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-08-05,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/2156,"Terto de Holanda, Maristela ; Cardoso Moraes de Oliveira, Daniel ; Antonelli Ponti, Moacir ",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-08-05,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1993,"Casanova, Marco Antonio",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2012-10-15,Caixa 1
PERIÓDICOS,English,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1990,"O. Novaes, João V.; F. D. Santos, Lúcio; Olmes Carvalho, Luiz; de Oliveira, Daniel; V. N. Bedo, Marcos; J. M. Traina, Agma; Traina Jr., Caetano",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-09-10,Caixa 1
PERIÓDICOS,English,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1947,"B. Filho, Manuel E.; Duarte Neto, Eduardo R.; C. Machado, Javam",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-11-19,Caixa 1
PERIÓDICOS,English,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1946,"Ttito, Josué; Marroquín, Renato; Lifschitz, Sergio; McGibbney, Lewis; Talavera, José",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-11-19,Caixa 1
PERIÓDICOS,English,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1908,"F. Novello, Alexandre; Casanova, Marco A.",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2021-11-19,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1865,"Brayner, Angelo; Holanda, Maristela",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2020-12-30,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1864,"Brayner, Angelo; Holanda, Maristela; Friedrich Dorneles, Carina",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2020-12-30,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1847,"Brayner, Angelo; Holanda, Maristela",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2020-10-30,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1846,"Brayner, Angelo; Holanda, Maristela; Körting, Thales Sehn ",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2020-10-30,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1831,"Brayner, Angelo; Holanda, Maristela",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2020-06-30,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1830,"Brayner, Angelo; Holanda, Maristela; Ribeiro de Faria Paiva, Elaine ",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2020-06-30,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1693,"Holanda, Maristela",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2018-12-30,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1692,"Brayner, Angelo; Holanda, Maristela; Santos, Celso A. S.; Willrich, Roberto; Körting, Thales",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2018-12-30,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1682,"Brayner, Angelo; Holanda, Maristela",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2020-02-18,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1681,"Brayner, Angelo; Holanda, Maristela; Farias Lóscio, Bernadette",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2020-02-18,Caixa 1
PERIÓDICOS,Frontmatter,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1670,"Brayner, Angelo; Holanda, Maristela",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2019-12-30,Caixa 1
PERIÓDICOS,Editorial,https://journals-sol.sbc.org.br/index.php/jidm/article/view/1669,"Brayner, Angelo; Holanda, Maristela; L. D. Rossi, Andre",JOURNAL OF INFORMATION AND DATA MANAGEMENT,2019-12-30,Caixa 1
